Date,Time,Crop Name,Temperature,Humidity,Soil Moisture,Light Intensity,Temperature_LIH,Humidity_LIH,Soil_Moisture_LIH,Light_Intensity_LIH,Advice
1/9/24,23:37:05,Rice,37.29,67.31,87.04,21063.42,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
30/5/24,23:15:47,Potato,16.25,90.2,69.81,17255.83,Low,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
30/4/24,17:23:33,Jute,23.98,60.32,37.71,27839.37,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
23/6/24,9:00:39,Wheat,21.52,55.05,41.36,14015.85,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
20/1/24,13:48:17,Wheat,25.84,67.44,27.73,24865.65,High,High,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
17/12/23,21:57:42,Sugarcane,24.39,84.12,66.1,28748.73,Low,High,Ideal,Ideal,Conditions are within the ideal range.
10/12/23,16:34:18,Wheat,26.9,67.75,43.24,13753.91,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
30/7/24,18:26:05,Jute,28.07,50.48,35.32,45988.68,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
1/1/24,19:57:49,Jute,20.1,64.01,31.28,37665.73,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
28/5/24,0:12:54,Wheat,26.76,40.78,22.48,17232.11,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
5/1/24,20:56:04,Jute,34.11,58.98,43.34,26896.3,Ideal,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
24/6/24,5:15:18,Jute,23.26,52.29,48.85,46025.19,Low,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
24/9/23,23:34:52,Potato,15.97,74.34,71.87,14416.06,Low,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
20/9/23,15:10:01,Rice,27.39,92.8,81.8,8558.98,Ideal,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
22/6/24,7:28:33,Sugarcane,38.37,59.51,73.34,18804.64,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
4/8/24,4:40:24,Rice,35.45,80.45,58.78,19940.61,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
27/8/24,8:18:11,Potato,22.75,91.31,67.38,10410.36,High,High,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
1/6/24,12:53:57,Wheat,25.07,66.99,12.72,23903.95,High,High,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
5/9/24,5:28:33,Rice,23.63,86.52,88.12,9431.26,Low,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
21/5/24,15:21:48,Potato,23.06,88.5,61.86,11509.29,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
15/5/24,14:10:36,Sugarcane,30.97,84.24,36.31,18968.86,Ideal,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
18/9/24,5:08:20,Rice,37.2,79.81,57.96,9595.39,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
10/3/24,4:05:56,Jute,20.96,58.87,31.7,41148.49,Low,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
18/1/24,19:44:50,Rice,20.01,94.27,88.62,20729.73,Low,High,High,High,Conditions are within the ideal range.
26/4/24,0:23:02,Rice,31.59,93.13,67.32,8481.33,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
7/10/23,3:06:48,Jute,41.23,88.31,32.2,29280.66,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
3/1/24,0:49:05,Potato,23.11,77.02,87.18,15191.23,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
22/11/23,3:16:53,Jute,30.69,54.37,30.99,42463.78,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
6/2/24,7:15:16,Jute,41.02,55.62,34.04,53621.64,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
30/4/24,11:29:46,Potato,24.29,78.11,85.03,11499.06,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
16/8/24,1:32:39,Rice,38.64,94.02,89.25,21231.71,High,High,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
23/7/24,21:52:34,Rice,23.93,99.16,72.75,8541.92,Low,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
18/8/24,2:58:26,Rice,24.08,97.56,89.41,20956.55,Low,High,High,High,Conditions are within the ideal range.
26/8/24,17:33:19,Potato,19.28,87.46,68.43,7164.15,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
21/7/24,4:23:06,Sugarcane,21.45,62.51,31.77,31043.44,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
27/10/23,15:06:23,Rice,26.22,61.34,52.01,16836.29,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
29/5/24,8:21:55,Rice,21.25,71.39,76.8,18805.07,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
26/3/24,2:54:26,Jute,40.61,88.04,60.59,43660.9,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
18/2/24,7:59:35,Potato,15.35,87.08,61.26,15821.79,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
13/12/23,3:47:18,Rice,25.89,68.21,59.58,21941.99,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
17/12/23,2:38:10,Sugarcane,22.36,50.34,74.24,22906.58,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
18/10/23,17:11:06,Rice,37.77,63.66,70.96,20415.54,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
2/6/24,19:57:03,Potato,23.09,89.52,61.79,10146.7,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
18/7/24,5:40:44,Jute,37.22,85.29,44.62,54354.38,Ideal,High,Ideal,High,Conditions are within the ideal range.
9/12/23,12:43:33,Wheat,19.39,42.05,45.94,12820.13,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
9/8/24,19:40:39,Jute,38.81,80.08,69.13,38905.56,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
1/1/24,1:00:09,Jute,41.95,51.49,69.21,28618.01,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
13/9/24,22:08:55,Jute,41.92,88.91,61.87,53066.05,High,High,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
30/8/24,13:02:56,Rice,37.62,91.2,56.43,9027.24,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
12/1/24,19:41:20,Wheat,22.38,53.09,19.15,14189.62,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
1/6/24,5:24:14,Rice,21.85,87.96,58.17,8950.45,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
13/3/24,20:42:10,Wheat,10.79,64.54,36.29,13869.47,Low,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
23/9/23,14:35:34,Jute,37.57,83.88,61.95,36314.01,Ideal,High,High,Ideal,Conditions are within the ideal range.
2/7/24,13:10:38,Jute,21.97,88.4,67.84,43119.77,Low,High,High,Ideal,Conditions are within the ideal range.
6/9/24,11:57:46,Rice,22.28,91.79,80.89,21543.49,Low,High,High,High,Conditions are within the ideal range.
17/6/24,0:12:02,Sugarcane,37.55,81.99,33.07,18866,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
18/10/23,9:01:59,Rice,24.83,70.16,53.27,21863.11,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
10/1/24,14:11:13,Wheat,17.05,53.9,46.3,14748.46,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
3/10/23,3:21:03,Potato,22.25,91.55,72.03,15206.85,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
22/3/24,16:53:54,Potato,15.53,90.5,69.72,16789.61,Low,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
9/12/23,14:38:02,Rice,20.32,73.43,54.97,9422.84,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
18/12/23,5:40:34,Jute,23.71,72.76,31.72,54464.08,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
9/4/24,21:47:52,Potato,18.45,71.21,65.84,15074.46,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
8/6/24,2:04:48,Rice,37.7,98.34,80.39,9287.94,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
12/10/23,3:10:22,Wheat,27.69,60.71,40.32,22923.41,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
8/11/23,18:58:00,Jute,31.52,76.67,38.99,52183.83,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
25/6/24,9:59:58,Jute,33.24,70.28,61.15,32511.74,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
19/7/24,0:07:52,Jute,22.32,70.44,66.09,26764.93,Low,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
22/8/24,20:43:43,Rice,27.63,81.54,82.41,9430.44,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
16/1/24,18:23:24,Potato,21.91,74.45,65.65,15566.7,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
20/12/23,1:30:56,Rice,25.17,91.88,85.59,13975.36,Ideal,High,High,Ideal,Conditions are within the ideal range.
22/10/23,1:42:45,Rice,35.03,81.46,54.72,9659.12,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
6/11/23,6:51:29,Rice,39.85,83.57,76.36,21912.64,High,Ideal,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
19/2/24,12:09:18,Jute,39.59,52.75,37.49,29548.37,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
15/4/24,10:16:12,Wheat,26.57,69.42,48.22,20337.27,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
25/5/24,14:55:21,Rice,33.69,69.18,69.79,10797.05,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
13/10/23,6:25:23,Rice,21.84,65.37,89.37,8798.13,Low,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
10/12/23,5:27:35,Potato,23.48,73.3,69.62,15040.69,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
29/11/23,18:20:51,Jute,40.13,79.13,37.19,37687.82,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
29/9/23,18:43:34,Wheat,11.03,57.55,47.12,27898.73,Low,Ideal,High,High,Conditions are within the ideal range.
20/3/24,3:56:02,Potato,16.79,91.33,61.71,16490.58,Low,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
15/12/23,23:44:45,Jute,23.68,86.89,68.01,53278.61,Low,High,High,High,Conditions are within the ideal range.
25/9/23,21:08:37,Potato,22.28,90.04,84.79,15615.45,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
26/2/24,22:12:15,Sugarcane,24.51,82.76,55.27,32207.2,Low,High,Ideal,High,Conditions are within the ideal range.
16/6/24,14:43:36,Potato,17.19,93.23,68.93,8455.53,Low,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
3/10/23,8:54:57,Potato,23.96,88.2,78.63,15984.47,High,Ideal,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
17/6/24,1:48:07,Sugarcane,36.4,81.68,56.27,32254.2,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
10/5/24,17:56:20,Rice,29.64,62.89,89.81,21031.21,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
15/11/23,21:40:33,Jute,23.52,57.89,65.34,50608.36,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
9/10/23,16:46:35,Sugarcane,25.29,75.8,34.84,26193.9,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
13/5/24,15:29:59,Jute,21.42,59.74,62.64,52381.95,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
5/11/23,19:57:37,Wheat,27.38,48.2,33.1,22661.52,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
5/8/24,13:57:24,Wheat,11.49,45.76,36.26,27453.71,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
2/1/24,22:32:27,Jute,22.22,72.37,38.21,54186.29,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
8/10/23,0:16:45,Sugarcane,27.94,85.68,38.09,30137.57,Ideal,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
16/1/24,14:28:56,Jute,39.72,52.06,56.31,54554.05,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
14/2/24,0:05:25,Rice,24.62,97.8,74.64,8053.6,Low,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
31/8/24,0:00:47,Jute,20.95,76.34,59.81,48372.88,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
3/6/24,11:07:16,Wheat,26.99,51.23,15.24,26633.35,High,Ideal,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
4/11/23,13:25:05,Potato,23.22,77.49,86.02,6882.68,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
20/6/24,15:50:27,Rice,33.83,98.4,78.9,9769.79,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
11/11/23,17:23:20,Sugarcane,35.26,87.95,70.51,18136.47,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
17/12/23,23:43:32,Potato,22.64,91.29,60.35,16956.66,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
26/12/23,20:46:31,Potato,15.65,75.39,88.71,13665.91,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
29/12/23,4:50:08,Sugarcane,35.74,80.06,75.46,28698.43,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
22/8/24,1:35:38,Rice,36.89,93.16,64.14,17464.44,High,High,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
28/5/24,21:48:08,Sugarcane,30.53,56.82,43.71,27420.86,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
27/2/24,18:51:18,Wheat,26.23,63.01,12.59,14409.79,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
29/6/24,20:13:20,Potato,15.92,81.6,74.78,7274.58,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
21/4/24,13:28:44,Rice,22.21,70.89,72.1,9103.62,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
27/1/24,21:12:31,Potato,15.23,88.18,73.81,6521.24,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
25/12/23,13:08:09,Rice,39.33,82.57,63.45,20165.19,High,Ideal,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
17/2/24,20:59:17,Jute,32.52,87.4,48.24,26712.46,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
17/7/24,16:52:03,Wheat,25.15,41.98,43.38,25624.93,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
13/8/24,15:35:07,Sugarcane,24.33,73.09,72.24,21306.25,Low,Ideal,High,Ideal,Conditions are within the ideal range.
6/12/23,17:34:08,Jute,21.94,52.67,40.15,54596.76,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
14/2/24,12:22:58,Rice,35.17,98.44,61.74,20440.68,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
2/7/24,8:32:30,Potato,24.69,75.29,62.93,7962.34,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
2/9/24,17:12:45,Wheat,26,53.35,45.17,22643.97,High,Ideal,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
8/4/24,9:17:08,Jute,39.72,50.61,53.18,33027.55,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
14/11/23,23:03:29,Potato,15.56,76.54,87.38,15162.64,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
19/8/24,12:27:12,Jute,38.66,82.26,30.32,53563.86,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
10/6/24,8:45:29,Sugarcane,20.24,50.69,35.55,21310.93,Low,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
4/2/24,19:07:53,Rice,28.29,99.57,70.03,13682.27,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
14/7/24,18:06:11,Wheat,25.57,41.37,37.2,27277.54,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
18/3/24,23:55:46,Sugarcane,35.98,82.5,52.95,19566.21,High,High,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
2/6/24,7:26:41,Sugarcane,34.39,55.57,30.27,22237.19,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
23/10/23,22:35:31,Jute,39.25,81.07,57.28,43365.75,High,High,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
14/4/24,17:25:29,Potato,16.05,73.44,86.83,16233.25,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
5/5/24,17:53:39,Jute,22.41,54.51,38.11,25852.98,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
8/12/23,16:08:54,Jute,41.67,55.69,35.54,52736.22,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
9/5/24,20:43:59,Sugarcane,36.4,54.22,71.39,19186.91,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
22/12/23,23:44:26,Jute,39.39,69.32,30.49,43962.21,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
9/4/24,15:33:31,Jute,28.42,73.03,63.43,26887.33,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
16/6/24,11:39:14,Wheat,27.42,55.6,24.8,12549.25,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
23/4/24,11:25:14,Sugarcane,39.73,85.41,39.23,31528.71,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
30/12/23,5:56:39,Rice,22.88,60.93,89.84,20157.49,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
6/9/24,22:39:08,Rice,39.31,66.69,89.92,8715.96,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
5/8/24,14:04:01,Potato,19.57,84.21,76.35,6109.62,Ideal,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
20/6/24,9:30:43,Wheat,18.95,69.57,15.13,18392.67,Ideal,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
18/7/24,12:51:01,Potato,15.92,80.7,88.56,9727.82,Low,Ideal,High,Ideal,Conditions are within the ideal range.
17/4/24,22:02:18,Sugarcane,22.63,85.31,78.39,34985.35,Low,High,High,High,Conditions are within the ideal range.
25/9/23,19:32:17,Jute,24.31,77.67,68.11,27929.78,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
27/12/23,10:07:20,Sugarcane,33.69,69.93,37.6,31714.01,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
6/4/24,6:52:12,Jute,21.03,61.07,64.7,53366.18,Low,Ideal,High,High,Conditions are within the ideal range.
18/6/24,0:47:17,Sugarcane,31.24,62,34.46,33767.47,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
10/3/24,6:22:00,Wheat,11.31,46.08,36.04,14866.05,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
9/5/24,5:46:10,Jute,39.98,60.15,41.78,28393.64,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
30/6/24,18:41:42,Wheat,23.72,43.89,20.88,26831.89,Ideal,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
15/9/24,15:13:47,Wheat,10.19,60.34,14.76,18601.61,Low,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
28/7/24,16:14:22,Rice,34.29,80.74,57.92,8200.85,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
15/4/24,21:01:01,Potato,23.84,81.2,83.08,15819.51,High,Ideal,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
7/3/24,3:14:31,Jute,24.09,73.43,41.8,31015.72,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
2/7/24,17:24:26,Potato,17.87,94.25,87.8,9220.49,Low,High,High,Ideal,Conditions are within the ideal range.
23/6/24,7:36:30,Wheat,11.78,42.65,43.38,26016.14,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
4/6/24,21:24:46,Rice,25.72,90.91,89.45,21653.55,Ideal,High,High,High,Conditions are within the ideal range.
7/6/24,14:07:39,Wheat,21.44,63.05,46.44,17688.96,Ideal,High,High,Ideal,Conditions are within the ideal range.
21/8/24,2:56:46,Rice,36.13,77.35,65.02,17184.89,High,Ideal,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
19/11/23,19:55:21,Sugarcane,20.22,80.38,39.23,18824.3,Low,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
6/10/23,9:00:02,Potato,16.66,94.84,86.13,8253.29,Low,High,High,Ideal,Conditions are within the ideal range.
28/12/23,19:39:49,Wheat,26.7,46.42,46.88,24195.28,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
7/7/24,19:41:24,Wheat,18.45,61.83,40.78,18978.94,Ideal,High,High,Ideal,Conditions are within the ideal range.
22/4/24,17:52:56,Potato,16.89,83.18,88.54,16571.4,Low,Ideal,High,High,Conditions are within the ideal range.
10/11/23,19:17:53,Wheat,21.46,52.48,11.48,16401.48,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
29/5/24,17:49:31,Potato,17.73,72.23,89.52,15624.14,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
8/4/24,11:48:06,Jute,28.87,89.33,31.62,41999.44,Ideal,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
4/10/23,5:22:09,Rice,26.84,70.93,88.9,17634.85,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
4/4/24,6:18:08,Potato,17.3,91.81,85.14,11704.39,Low,High,High,Ideal,Conditions are within the ideal range.
